Name,National,Region,Male_Pct,Female_Pct,Types,Type1,Type2,Height.m.,Weight.kg.,Capt_Rate,Egg_Steps,Egg_Groups,Group1,Group2,Exp_Points,Exp_Speed,Base_Happiness,Base_Total,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Normal_Dmg,Fire_Dmg,Water_Dmg,Eletric_Dmg,Grass_Dmg,Ice_Dmg,Fight_Dmg,Poison_Dmg,Ground_Dmg,Flying_Dmg,Psychic_Dmg,Bug_Dmg,Rock_Dmg,Ghost_Dmg,Dragon_Dmg,Dark_Dmg,Steel_Dmg,Fairy_Dmg,Mega_Evolutions,isMega,hasAlolan,isAlolan,Generation,Legendary
Croconaw,159,Johto,88.1,11.9,1,water,None,1.1,25,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,405,65,80,80,59,63,58,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Feraligatr,160,Johto,88.1,11.9,1,water,None,2.3,88.8,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,530,85,105,100,79,83,78,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Sentret,161,Johto,50,50,1,normal,None,0.8,6,255,3840,1,Field,None,1000000,Medium Fast,70,215,35,46,34,35,45,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Furret,162,Johto,50,50,1,normal,None,1.8,32.5,90,3840,1,Field,None,1000000,Medium Fast,70,415,85,76,64,45,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Hoothoot,163,Johto,50,50,2,normal,flying,0.7,21.2,255,3840,1,Flying,None,1000000,Medium Fast,70,262,60,30,30,36,56,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Noctowl,164,Johto,50,50,2,normal,flying,1.6,40.8,90,3840,1,Flying,None,1000000,Medium Fast,70,452,100,50,50,86,96,70,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Ledyba,165,Johto,50,50,2,bug,flying,1,10.8,255,3840,1,Bug,None,800000,Fast,70,265,40,20,30,40,80,55,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Ledian,166,Johto,50,50,2,bug,flying,1.4,35.6,90,3840,1,Bug,None,800000,Fast,70,390,55,35,50,55,110,85,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Spinarak,167,Johto,50,50,2,bug,poison,0.5,8.5,255,3840,1,Bug,None,800000,Fast,70,250,40,60,40,40,40,30,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Ariados,168,Johto,50,50,2,bug,poison,1.1,33.5,90,3840,1,Bug,None,800000,Fast,70,400,70,90,70,60,70,40,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Crobat,169,Johto,50,50,2,poison,flying,1.8,75,90,3840,1,Flying,None,1000000,Medium Fast,70,535,85,90,80,70,80,130,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Chinchou,170,Johto,50,50,2,water,electric,0.5,12,190,5120,1,Water 2,None,1250000,Slow,70,330,75,38,38,56,56,67,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,0,FALSE,FALSE,FALSE,2,FALSE
Lanturn,171,Johto,50,50,2,water,electric,1.2,22.5,75,5120,1,Water 2,None,1250000,Slow,70,460,125,58,58,76,76,67,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,0,FALSE,FALSE,FALSE,2,FALSE
Pichu,172,Johto,50,50,1,electric,None,0.3,2,190,2560,0,None,None,1000000,Medium Fast,70,205,20,40,15,35,35,60,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Cleffa,173,Johto,24.6,75.4,1,fairy,None,0.3,3,150,2560,0,None,None,800000,Fast,140,218,50,25,28,45,55,15,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Igglybuff,174,Johto,24.6,75.4,2,normal,fairy,0.3,1,170,2560,0,None,None,800000,Fast,70,210,90,30,15,40,20,15,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Togepi,175,Johto,88.1,11.9,1,fairy,None,0.3,1.5,190,2560,0,None,None,800000,Fast,70,245,35,20,65,40,65,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Togetic,176,Johto,88.1,11.9,2,fairy,flying,0.6,3.2,75,2560,2,Flying,Fairy,800000,Fast,70,405,55,40,85,80,105,40,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Natu,177,Johto,50,50,2,psychic,flying,0.2,2,190,5120,1,Flying,None,1000000,Medium Fast,70,320,40,50,45,70,45,70,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Xatu,178,Johto,50,50,2,psychic,flying,1.5,15,75,5120,1,Flying,None,1000000,Medium Fast,70,470,65,75,70,95,70,95,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Mareep,179,Johto,50,50,1,electric,None,0.6,7.8,235,5120,2,Monster,Field,1059862,Medium Slow,70,280,55,40,40,65,45,35,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Flaaffy,180,Johto,50,50,1,electric,None,0.8,13.3,120,5120,2,Monster,Field,1059862,Medium Slow,70,365,70,55,55,80,60,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Ampharos,181,Johto,50,50,1,electric,None,1.4,61.5,45,5120,2,Monster,Field,1059862,Medium Slow,70,510,90,75,85,115,90,55,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1,FALSE,FALSE,FALSE,2,FALSE
Mega Ampharos,181,Johto,50,50,2,electric,dragon,1.4,61.5,45,5120,2,Monster,Field,1059862,Medium Slow,70,610,90,95,105,165,110,45,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,0,TRUE,FALSE,FALSE,2,FALSE
Bellossom,182,Johto,50,50,1,grass,None,0.4,5.8,45,5120,1,Grass,None,1059862,Medium Slow,70,490,75,80,95,90,100,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Marill,183,Johto,50,50,2,water,fairy,0.4,8.5,190,2560,2,Water 1,Fairy,800000,Fast,70,250,70,20,50,20,50,40,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Azumarill,184,Johto,50,50,2,water,fairy,0.8,28.5,75,2560,2,Water 1,Fairy,800000,Fast,70,420,100,50,80,60,80,50,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Sudowoodo,185,Johto,50,50,1,rock,None,1.2,38,65,5120,1,Mineral,None,1000000,Medium Fast,70,410,70,100,115,30,65,30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Politoed,186,Johto,50,50,1,water,None,1.1,33.9,45,5120,1,Water 1,None,1059862,Medium Slow,70,500,90,75,75,90,100,70,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Hoppip,187,Johto,50,50,2,grass,flying,0.4,0.5,255,5120,2,Fairy,Grass,1059862,Medium Slow,70,250,35,35,40,35,55,50,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Skiploom,188,Johto,50,50,2,grass,flying,0.6,1,120,5120,2,Fairy,Grass,1059862,Medium Slow,70,340,55,45,50,45,65,80,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Jumpluff,189,Johto,50,50,2,grass,flying,0.8,3,45,5120,2,Fairy,Grass,1059862,Medium Slow,70,460,75,55,70,55,95,110,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Aipom,190,Johto,50,50,1,normal,None,0.8,11.5,45,5120,1,Field,None,800000,Fast,70,360,55,70,55,40,55,85,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Sunkern,191,Johto,50,50,1,grass,None,0.3,1.8,235,5120,1,Grass,None,1059862,Medium Slow,70,180,30,30,30,30,30,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Sunflora,192,Johto,50,50,1,grass,None,0.8,8.5,120,5120,1,Grass,None,1059862,Medium Slow,70,425,75,75,55,105,85,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Yanma,193,Johto,50,50,2,bug,flying,1.2,38,75,5120,1,Bug,None,1000000,Medium Fast,70,390,65,65,45,75,45,95,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Wooper,194,Johto,50,50,2,water,ground,0.4,8.5,255,5120,2,Water 1,Field,1000000,Medium Fast,70,210,55,45,45,25,25,15,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Quagsire,195,Johto,50,50,2,water,ground,1.4,75,90,5120,2,Water 1,Field,1000000,Medium Fast,70,430,95,85,85,65,65,35,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Espeon,196,Johto,88.1,11.9,1,psychic,None,0.9,26.5,45,8960,1,Field,None,1000000,Medium Fast,70,525,65,65,60,130,95,110,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Umbreon,197,Johto,88.1,11.9,1,dark,None,1,27,45,8960,1,Field,None,1000000,Medium Fast,35,525,95,65,110,60,130,65,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,2,FALSE
Murkrow,198,Johto,50,50,2,dark,flying,0.5,2.1,30,5120,1,Flying,None,1059862,Medium Slow,35,405,60,85,42,85,42,91,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,2,FALSE
Slowking,199,Johto,50,50,2,water,psychic,2,79.5,70,5120,2,Monster,Water 1,1000000,Medium Fast,70,490,95,75,80,100,110,30,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Misdreavus,200,Johto,50,50,1,ghost,None,0.7,1,45,6400,1,Amorphous,None,800000,Fast,35,435,60,60,60,85,85,85,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Unown,201,Johto,0,0,1,psychic,None,0.5,5,225,10240,0,None,None,1000000,Medium Fast,70,336,48,72,48,72,48,48,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Wobbuffet,202,Johto,50,50,1,psychic,None,1.3,28.5,45,5120,1,Amorphous,None,1000000,Medium Fast,70,405,190,33,58,33,58,33,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Girafarig,203,Johto,50,50,2,normal,psychic,1.5,41.5,60,5120,1,Field,None,1000000,Medium Fast,70,455,70,80,65,90,65,85,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Pineco,204,Johto,50,50,1,bug,None,0.6,7.2,190,5120,1,Bug,None,1000000,Medium Fast,70,290,50,65,90,35,35,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Forretress,205,Johto,50,50,2,bug,steel,1.2,125.8,75,5120,1,Bug,None,1000000,Medium Fast,70,465,75,90,140,60,60,40,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Dunsparce,206,Johto,50,50,1,normal,None,1.5,14,190,5120,1,Field,None,1000000,Medium Fast,70,415,100,70,70,65,65,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Gligar,207,Johto,50,50,2,ground,flying,1.1,64.8,60,5120,1,Bug,None,1059862,Medium Slow,70,430,65,75,105,35,65,85,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Steelix,208,Johto,50,50,2,steel,ground,9.2,400,25,6400,1,Mineral,None,1000000,Medium Fast,70,510,75,85,200,55,65,30,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,1,FALSE,FALSE,FALSE,2,FALSE
Mega Steelix,208,Johto,50,50,2,steel,ground,10.5,740,25,6400,1,Mineral,None,1000000,Medium Fast,70,610,75,125,230,55,95,30,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0,TRUE,FALSE,FALSE,2,FALSE
Snubbull,209,Johto,24.6,75.4,1,fairy,None,0.6,7.8,190,5120,2,Field,Fairy,800000,Fast,70,300,60,80,50,40,40,30,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Granbull,210,Johto,24.6,75.4,1,fairy,None,1.4,48.7,75,5120,2,Field,Fairy,800000,Fast,70,450,90,120,75,60,60,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Qwilfish,211,Johto,50,50,2,water,poison,0.5,3.9,45,5120,1,Water 2,None,1000000,Medium Fast,70,440,65,95,85,55,55,85,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Scizor,212,Johto,50,50,2,bug,steel,1.8,118,25,6400,1,Bug,None,1000000,Medium Fast,70,500,70,130,100,55,80,65,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,FALSE,FALSE,FALSE,2,FALSE
Mega Scizor,212,Johto,50,50,2,bug,steel,2,125,25,6400,1,Bug,None,1000000,Medium Fast,70,600,70,150,140,65,100,75,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0,TRUE,FALSE,FALSE,2,FALSE
Shuckle,213,Johto,50,50,2,bug,rock,0.6,20.5,190,5120,1,Bug,None,1059862,Medium Slow,70,505,20,10,230,10,230,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Heracross,214,Johto,50,50,2,bug,fighting,1.5,54,45,6400,1,Bug,None,1250000,Slow,70,500,80,125,75,40,95,85,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1,FALSE,FALSE,FALSE,2,FALSE
Mega Heracross,214,Johto,50,50,2,bug,fighting,1.7,62.5,45,6400,1,Bug,None,1250000,Slow,70,600,80,185,115,40,105,75,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,0,TRUE,FALSE,FALSE,2,FALSE
Sneasel,215,Johto,50,50,2,dark,ice,0.9,28,60,5120,1,Field,None,1059862,Medium Slow,35,430,55,95,55,35,75,115,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2,0,FALSE,FALSE,FALSE,2,FALSE
Teddiursa,216,Johto,50,50,1,normal,None,0.6,8.8,120,5120,1,Field,None,1000000,Medium Fast,70,330,60,80,50,50,50,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Ursaring,217,Johto,50,50,1,normal,None,1.8,125.8,60,5120,1,Field,None,1000000,Medium Fast,70,500,90,130,75,75,75,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Slugma,218,Johto,50,50,1,fire,None,0.7,35,190,5120,1,Amorphous,None,1000000,Medium Fast,70,250,40,40,40,70,40,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Magcargo,219,Johto,50,50,2,fire,rock,0.8,55,75,5120,1,Amorphous,None,1000000,Medium Fast,70,430,60,50,120,90,80,30,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Swinub,220,Johto,50,50,2,ice,ground,0.4,6.5,225,5120,1,Field,None,1250000,Slow,70,250,50,50,40,30,30,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Piloswine,221,Johto,50,50,2,ice,ground,1.1,55.8,75,5120,1,Field,None,1250000,Slow,70,450,100,100,80,60,60,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Corsola,222,Johto,24.6,75.4,2,water,rock,0.6,5,60,5120,2,Water 1,Water 3,800000,Fast,70,410,65,55,95,65,95,35,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Remoraid,223,Johto,50,50,1,water,None,0.6,12,190,5120,2,Water 1,Water 2,1000000,Medium Fast,70,300,35,65,35,65,35,65,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Octillery,224,Johto,50,50,1,water,None,0.9,28.5,75,5120,2,Water 1,Water 2,1000000,Medium Fast,70,480,75,105,75,105,75,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Delibird,225,Johto,50,50,2,ice,flying,0.9,16,45,5120,2,Water 1,Field,800000,Fast,70,330,45,55,45,65,45,75,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Mantine,226,Johto,50,50,2,water,flying,2.1,220,25,6400,1,Water 1,None,1250000,Slow,70,485,85,40,70,80,140,70,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Skarmory,227,Johto,50,50,2,steel,flying,1.7,50.5,25,6400,1,Flying,None,1250000,Slow,70,465,65,80,140,40,70,70,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Houndour,228,Johto,50,50,2,dark,fire,0.6,10.8,120,5120,1,Field,None,1250000,Slow,35,330,45,60,30,80,50,65,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Houndoom,229,Johto,50,50,2,dark,fire,1.4,35,45,5120,1,Field,None,1250000,Slow,35,500,75,90,50,110,80,95,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,1,FALSE,FALSE,FALSE,2,FALSE
Mega Houndoom,229,Johto,50,50,2,dark,fire,1.9,49.5,45,5120,1,Field,None,1250000,Slow,35,600,75,90,90,140,90,115,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0,TRUE,FALSE,FALSE,2,FALSE
Kingdra,230,Johto,50,50,2,water,dragon,1.8,152,45,5120,2,Water 1,Dragon,1000000,Medium Fast,70,540,75,95,95,95,95,85,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,0,FALSE,FALSE,FALSE,2,FALSE
Phanpy,231,Johto,50,50,1,ground,None,0.5,33.5,120,5120,1,Field,None,1000000,Medium Fast,70,330,90,60,60,40,40,40,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Donphan,232,Johto,50,50,1,ground,None,1.1,120,60,5120,1,Field,None,1000000,Medium Fast,70,500,90,120,120,60,60,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Porygon2,233,Johto,0,0,1,normal,None,0.6,32.5,45,5120,1,Mineral,None,1000000,Medium Fast,70,515,85,80,90,105,95,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Stantler,234,Johto,50,50,1,normal,None,1.4,71.2,45,5120,1,Field,None,1250000,Slow,70,465,73,95,62,85,65,85,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Smeargle,235,Johto,50,50,1,normal,None,1.2,58,45,5120,1,Field,None,800000,Fast,70,250,55,20,35,20,45,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Tyrogue,236,Johto,100,0,1,fighting,None,0.7,21,75,6400,0,None,None,1000000,Medium Fast,70,210,35,35,35,35,35,35,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,2,FALSE
Hitmontop,237,Johto,100,0,1,fighting,None,1.4,48,45,6400,1,Human-like,None,1000000,Medium Fast,70,455,50,95,95,35,110,70,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,2,FALSE
Smoochum,238,Johto,0,100,2,ice,psychic,0.4,6,45,6400,0,None,None,1000000,Medium Fast,70,305,45,30,15,85,65,65,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Elekid,239,Johto,75.4,24.6,1,electric,None,0.6,23.5,45,6400,0,None,None,1000000,Medium Fast,70,360,45,63,37,65,55,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
Magby,240,Johto,75.4,24.6,1,fire,None,0.7,21.4,45,6400,0,None,None,1000000,Medium Fast,70,365,45,75,37,70,55,83,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Miltank,241,Johto,0,100,1,normal,None,1.2,75.5,45,5120,1,Field,None,1250000,Slow,70,490,95,80,105,40,70,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Blissey,242,Johto,0,100,1,normal,None,1.5,46.8,30,10240,1,Fairy,None,800000,Fast,140,540,255,10,10,75,135,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Raikou,243,Johto,0,0,1,electric,None,1.9,178,3,20480,0,None,None,1250000,Slow,35,580,90,85,75,115,100,115,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,TRUE
Entei,244,Johto,0,0,1,fire,None,2.1,198,3,20480,0,None,None,1250000,Slow,35,580,115,115,85,90,75,100,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,TRUE
Suicune,245,Johto,0,0,1,water,None,2,187,3,20480,0,None,None,1250000,Slow,35,580,100,75,115,90,115,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,TRUE
Larvitar,246,Johto,50,50,2,rock,ground,0.6,72,45,10240,1,Monster,None,1250000,Slow,35,300,50,64,50,45,50,41,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Pupitar,247,Johto,50,50,2,rock,ground,1.2,152,45,10240,1,Monster,None,1250000,Slow,35,410,70,84,70,65,70,51,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,FALSE,FALSE,2,FALSE
Tyranitar,248,Johto,50,50,2,rock,dark,2,202,45,10240,1,Monster,None,1250000,Slow,35,600,100,134,110,95,100,61,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,1,FALSE,FALSE,FALSE,2,FALSE
Mega Tyranitar,248,Johto,50,50,2,rock,dark,2.5,255,45,10240,1,Monster,None,1250000,Slow,35,700,100,164,150,95,120,71,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,0,TRUE,FALSE,FALSE,2,FALSE
Lugia,249,Johto,0,0,2,psychic,flying,5.2,216,3,30720,0,None,None,1250000,Slow,0,680,106,90,130,90,154,110,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,TRUE
HoOh,250,Johto,0,0,2,fire,flying,3.8,199,3,30720,0,None,None,1250000,Slow,0,680,106,130,90,110,154,90,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Celebi,251,Johto,0,0,2,psychic,grass,0.6,5,45,30720,0,None,None,1059862,Medium Slow,100,600,100,100,100,100,100,100,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,2,TRUE
